ablation	input	base	family	operator	expected	full_actual	ablation_actual	missed_reject
no-cq	fixtures/mutants/E5--wrong-arg-sort-0.sexp	E5	signature	wrong-arg-sort	reject-R2	reject-R2	reject-R2	false
no-cq	fixtures/mutants/E5--wrong-arg-sort-1.sexp	E5	signature	wrong-arg-sort	reject-R2	reject-R2	reject-R2	false
no-cq	fixtures/mutants/E5--undeclared-con-0.sexp	E5	signature	undeclared-con	reject-R2	reject-R2	reject-R2	false
no-cq	fixtures/mutants/E5--wrong-theta-sort-0.sexp	E5	signature	wrong-theta-sort	reject-R2	reject-R2	reject-R2	false
no-cq	fixtures/mutants/E5--out-of-scope-var-0.sexp	E5	hidden-policy-extension	out-of-scope-var	reject-R12	reject-R12	reject-R12	false
no-cq	fixtures/mutants/E5--duplicate-backend-0.sexp	E5	certificate-tampering	duplicate-backend	reject-R13	reject-R13	reject-R13	false
no-cq	fixtures/mutants/E5--unknown-backend-0.sexp	E5	certificate-tampering	unknown-backend	reject-R13	reject-R13	reject-R13	false
no-cq	fixtures/mutants/malformed/E5--codec-junk-section-0.sexp	E5	codec-corruption	codec-junk-section	codec-reject	codec-fail	codec-fail	false
no-cq	fixtures/mutants/malformed/E5--codec-core-version-0.sexp	E5	codec-corruption	codec-core-version	codec-reject	codec-fail	codec-fail	false
no-cq	fixtures/mutants/malformed/E5--codec-replay-order-0.sexp	E5	codec-corruption	codec-replay-order	codec-reject	codec-fail	codec-fail	false
no-cq	fixtures/mutants/malformed/E5--codec-theory-mismatch-0.sexp	E5	codec-corruption	codec-theory-mismatch	codec-reject	codec-fail	codec-fail	false
no-cq	fixtures/mutants/malformed/E5--codec-dangling-attack-0.sexp	E5	codec-corruption	codec-dangling-attack	codec-reject	codec-fail	codec-fail	false
no-cq	fixtures/mutants/malformed/E5--codec-truncate-0.sexp	E5	codec-corruption	codec-truncate	codec-reject	codec-fail	codec-fail	false
no-cq	fixtures/mutants/S1--undeclared-leaf-0.sexp	S1	undeclared-leaves	undeclared-leaf	reject-R1	reject-R1	reject-R1	false
no-cq	fixtures/mutants/S1--hidden-rule-0.sexp	S1	hidden-policy-extension	hidden-rule	reject-R1	reject-R1	reject-R1	false
no-cq	fixtures/mutants/S1--hidden-contrary-0.sexp	S1	hidden-policy-extension	hidden-contrary	reject-R12	reject-R12	reject-R12	false
no-cq	fixtures/mutants/S1--wrong-subst-domain-0.sexp	S1	wrong-formulas	wrong-subst-domain	reject-R3	reject-R3	reject-R3	false
no-cq	fixtures/mutants/S1--cert-theory-swap-0.sexp	S1	certificate-tampering	cert-theory-swap	reject-R7	reject-R7	reject-R7	false
no-cq	fixtures/mutants/S1--cert-payload-tamper-0.sexp	S1	certificate-tampering	cert-payload-tamper	reject-R13	reject-R13	reject-R13	false
no-cq	fixtures/mutants/S1--unlicensed-attack-0.sexp	S1	bad-attack-targets	unlicensed-attack	reject-R11	reject-R11	reject-R11	false
no-cq	fixtures/mutants/S1--retract-rule-0.sexp	S1	localization	retract-rule	reject-R1	reject-R1	reject-R1	false
no-cq	fixtures/mutants/S1--undeclared-pred-0.sexp	S1	signature	undeclared-pred	reject-R2	reject-R2	reject-R2	false
no-cq	fixtures/mutants/S1--wrong-pred-arity-0.sexp	S1	signature	wrong-pred-arity	reject-R2	reject-R2	reject-R2	false
no-cq	fixtures/mutants/S1--wrong-arg-sort-0.sexp	S1	signature	wrong-arg-sort	reject-R2	reject-R2	reject-R2	false
no-cq	fixtures/mutants/S1--wrong-arg-sort-1.sexp	S1	signature	wrong-arg-sort	reject-R2	reject-R2	reject-R2	false
no-cq	fixtures/mutants/S1--undeclared-con-0.sexp	S1	signature	undeclared-con	reject-R2	reject-R2	reject-R2	false
no-cq	fixtures/mutants/S1--wrong-theta-sort-0.sexp	S1	signature	wrong-theta-sort	reject-R2	reject-R2	reject-R2	false
no-cq	fixtures/mutants/S1--out-of-scope-var-0.sexp	S1	hidden-policy-extension	out-of-scope-var	reject-R12	reject-R12	reject-R12	false
no-cq	fixtures/mutants/S1--duplicate-backend-0.sexp	S1	certificate-tampering	duplicate-backend	reject-R13	reject-R13	reject-R13	false
no-cq	fixtures/mutants/S1--unknown-backend-0.sexp	S1	certificate-tampering	unknown-backend	reject-R13	reject-R13	reject-R13	false
no-cq	fixtures/mutants/malformed/S1--codec-junk-section-0.sexp	S1	codec-corruption	codec-junk-section	codec-reject	codec-fail	codec-fail	false
no-cq	fixtures/mutants/malformed/S1--codec-core-version-0.sexp	S1	codec-corruption	codec-core-version	codec-reject	codec-fail	codec-fail	false
no-cq	fixtures/mutants/malformed/S1--codec-replay-order-0.sexp	S1	codec-corruption	codec-replay-order	codec-reject	codec-fail	codec-fail	false
no-cq	fixtures/mutants/malformed/S1--codec-theory-mismatch-0.sexp	S1	codec-corruption	codec-theory-mismatch	codec-reject	codec-fail	codec-fail	false
no-cq	fixtures/mutants/malformed/S1--codec-truncate-0.sexp	S1	codec-corruption	codec-truncate	codec-reject	codec-fail	codec-fail	false
no-cq	fixtures/mutants/cycle-rebut-6.sexp	-	cycles	rebut-cycle	accept-all-contested	accept-all-contested	accept-all-contested	false
no-cq	fixtures/mutants/cycle-rebut-2.sexp	-	cycles	rebut-cycle	accept-all-contested	accept-all-contested	accept-all-contested	false
no-cq	fixtures/mutants/cycle-rebut-4.sexp	-	cycles	rebut-cycle	accept-all-contested	accept-all-contested	accept-all-contested	false
no-cq	fixtures/mutants/cycle-rebut-5.sexp	-	cycles	rebut-cycle	accept-all-contested	accept-all-contested	accept-all-contested	false
no-cq	fixtures/mutants/rebench-restricted_mlm.C14--undeclared-leaf-0.sexp	rebench-restricted_mlm.C14	undeclared-leaves	undeclared-leaf	reject-R1	reject-R1	reject-R1	false
no-cq	fixtures/mutants/rebench-triton_cumsum.C09--undeclared-leaf-0.sexp	rebench-triton_cumsum.C09	undeclared-leaves	undeclared-leaf	reject-R1	reject-R1	reject-R1	false
no-cq	fixtures/mutants/test-time-model-adaptation.C04--undeclared-leaf-0.sexp	test-time-model-adaptation.C04	undeclared-leaves	undeclared-leaf	reject-R1	reject-R1	reject-R1	false
no-cq	fixtures/mutants/fre.C04--undeclared-leaf-0.sexp	fre.C04	undeclared-leaves	undeclared-leaf	reject-R1	reject-R1	reject-R1	false
no-cq	fixtures/mutants/self-composing-policies.C01--undeclared-leaf-0.sexp	self-composing-policies.C01	undeclared-leaves	undeclared-leaf	reject-R1	reject-R1	reject-R1	false
no-cq	fixtures/mutants/fre.C01--undeclared-leaf-0.sexp	fre.C01	undeclared-leaves	undeclared-leaf	reject-R1	reject-R1	reject-R1	false
no-cq	fixtures/mutants/pinn.C01--undeclared-leaf-0.sexp	pinn.C01	undeclared-leaves	undeclared-leaf	reject-R1	reject-R1	reject-R1	false
no-cq	fixtures/mutants/bam.C05--undeclared-leaf-0.sexp	bam.C05	undeclared-leaves	undeclared-leaf	reject-R1	reject-R1	reject-R1	false
no-cq	fixtures/mutants/adaptive-pruning.C04--undeclared-leaf-0.sexp	adaptive-pruning.C04	undeclared-leaves	undeclared-leaf	reject-R1	reject-R1	reject-R1	false
no-cq	fixtures/mutants/sample-specific-masks.C05--undeclared-leaf-0.sexp	sample-specific-masks.C05	undeclared-leaves	undeclared-leaf	reject-R1	reject-R1	reject-R1	false
no-cq	fixtures/mutants/rice.C01--undeclared-leaf-0.sexp	rice.C01	undeclared-leaves	undeclared-leaf	reject-R1	reject-R1	reject-R1	false
no-cq	fixtures/mutants/sample-specific-masks.C06--undeclared-leaf-0.sexp	sample-specific-masks.C06	undeclared-leaves	undeclared-leaf	reject-R1	reject-R1	reject-R1	false
no-cq	fixtures/mutants/self-composing-policies.C01--hidden-rule-0.sexp	self-composing-policies.C01	hidden-policy-extension	hidden-rule	reject-R1	reject-R1	reject-R1	false
no-cq	fixtures/mutants/rebench-restricted_mlm.C14--hidden-rule-0.sexp	rebench-restricted_mlm.C14	hidden-policy-extension	hidden-rule	reject-R1	reject-R1	reject-R1	false
no-cq	fixtures/mutants/rebench-rust_codecontests.C02--hidden-rule-0.sexp	rebench-rust_codecontests.C02	hidden-policy-extension	hidden-rule	reject-R1	reject-R1	reject-R1	false
no-cq	fixtures/mutants/rebench-triton_cumsum.C09--hidden-rule-0.sexp	rebench-triton_cumsum.C09	hidden-policy-extension	hidden-rule	reject-R1	reject-R1	reject-R1	false
no-cq	fixtures/mutants/fre.C01--hidden-rule-0.sexp	fre.C01	hidden-policy-extension	hidden-rule	reject-R1	reject-R1	reject-R1	false
no-cq	fixtures/mutants/fre.C04--hidden-rule-0.sexp	fre.C04	hidden-policy-extension	hidden-rule	reject-R1	reject-R1	reject-R1	false
no-cq	fixtures/mutants/sample-specific-masks.C06--hidden-rule-0.sexp	sample-specific-masks.C06	hidden-policy-extension	hidden-rule	reject-R1	reject-R1	reject-R1	false
no-cq	fixtures/mutants/sample-specific-masks.C05--hidden-rule-0.sexp	sample-specific-masks.C05	hidden-policy-extension	hidden-rule	reject-R1	reject-R1	reject-R1	false
no-cq	fixtures/mutants/bam.C05--hidden-rule-0.sexp	bam.C05	hidden-policy-extension	hidden-rule	reject-R1	reject-R1	reject-R1	false
no-cq	fixtures/mutants/rice.C01--hidden-rule-0.sexp	rice.C01	hidden-policy-extension	hidden-rule	reject-R1	reject-R1	reject-R1	false
no-cq	fixtures/mutants/adaptive-pruning.C04--hidden-rule-0.sexp	adaptive-pruning.C04	hidden-policy-extension	hidden-rule	reject-R1	reject-R1	reject-R1	false
no-cq	fixtures/mutants/test-time-model-adaptation.C04--hidden-rule-0.sexp	test-time-model-adaptation.C04	hidden-policy-extension	hidden-rule	reject-R1	reject-R1	reject-R1	false
no-cq	fixtures/mutants/all-in-one.C05--hidden-contrary-0.sexp	all-in-one.C05	hidden-policy-extension	hidden-contrary	reject-R12	reject-R12	reject-R12	false
no-cq	fixtures/mutants/robust-clip.C07--hidden-contrary-0.sexp	robust-clip.C07	hidden-policy-extension	hidden-contrary	reject-R12	reject-R12	reject-R12	false
no-cq	fixtures/mutants/lbcs.C05--hidden-contrary-0.sexp	lbcs.C05	hidden-policy-extension	hidden-contrary	reject-R12	reject-R12	reject-R12	false
no-cq	fixtures/mutants/all-in-one.C01--hidden-contrary-0.sexp	all-in-one.C01	hidden-policy-extension	hidden-contrary	reject-R12	reject-R12	reject-R12	false
no-cq	fixtures/mutants/fre.C04--hidden-contrary-0.sexp	fre.C04	hidden-policy-extension	hidden-contrary	reject-R12	reject-R12	reject-R12	false
no-cq	fixtures/mutants/self-composing-policies.C04--hidden-contrary-0.sexp	self-composing-policies.C04	hidden-policy-extension	hidden-contrary	reject-R12	reject-R12	reject-R12	false
no-cq	fixtures/mutants/rebench-triton_cumsum.C05--hidden-contrary-0.sexp	rebench-triton_cumsum.C05	hidden-policy-extension	hidden-contrary	reject-R12	reject-R12	reject-R12	false
no-cq	fixtures/mutants/ftrl.C01--hidden-contrary-0.sexp	ftrl.C01	hidden-policy-extension	hidden-contrary	reject-R12	reject-R12	reject-R12	false
no-cq	fixtures/mutants/what-will-my-model-forget.C03--hidden-contrary-0.sexp	what-will-my-model-forget.C03	hidden-policy-extension	hidden-contrary	reject-R12	reject-R12	reject-R12	false
no-cq	fixtures/mutants/rice.C01--hidden-contrary-0.sexp	rice.C01	hidden-policy-extension	hidden-contrary	reject-R12	reject-R12	reject-R12	false
no-cq	fixtures/mutants/bbox.C02--hidden-contrary-0.sexp	bbox.C02	hidden-policy-extension	hidden-contrary	reject-R12	reject-R12	reject-R12	false
no-cq	fixtures/mutants/bridging-data-gaps.C03--hidden-contrary-0.sexp	bridging-data-gaps.C03	hidden-policy-extension	hidden-contrary	reject-R12	reject-R12	reject-R12	false
no-cq	fixtures/mutants/test-time-model-adaptation.C04--wrong-subst-domain-0.sexp	test-time-model-adaptation.C04	wrong-formulas	wrong-subst-domain	reject-R3	reject-R3	reject-R3	false
no-cq	fixtures/mutants/pinn.C01--wrong-subst-domain-0.sexp	pinn.C01	wrong-formulas	wrong-subst-domain	reject-R3	reject-R3	reject-R3	false
no-cq	fixtures/mutants/sample-specific-masks.C06--wrong-subst-domain-0.sexp	sample-specific-masks.C06	wrong-formulas	wrong-subst-domain	reject-R3	reject-R3	reject-R3	false
no-cq	fixtures/mutants/rice.C01--wrong-subst-domain-0.sexp	rice.C01	wrong-formulas	wrong-subst-domain	reject-R3	reject-R3	reject-R3	false
no-cq	fixtures/mutants/bam.C05--wrong-subst-domain-0.sexp	bam.C05	wrong-formulas	wrong-subst-domain	reject-R3	reject-R3	reject-R3	false
no-cq	fixtures/mutants/rebench-triton_cumsum.C09--wrong-subst-domain-0.sexp	rebench-triton_cumsum.C09	wrong-formulas	wrong-subst-domain	reject-R3	reject-R3	reject-R3	false
no-cq	fixtures/mutants/self-composing-policies.C01--wrong-subst-domain-0.sexp	self-composing-policies.C01	wrong-formulas	wrong-subst-domain	reject-R3	reject-R3	reject-R3	false
no-cq	fixtures/mutants/adaptive-pruning.C04--wrong-subst-domain-0.sexp	adaptive-pruning.C04	wrong-formulas	wrong-subst-domain	reject-R3	reject-R3	reject-R3	false
no-cq	fixtures/mutants/rebench-rust_codecontests.C02--wrong-subst-domain-0.sexp	rebench-rust_codecontests.C02	wrong-formulas	wrong-subst-domain	reject-R3	reject-R3	reject-R3	false
no-cq	fixtures/mutants/fre.C04--wrong-subst-domain-0.sexp	fre.C04	wrong-formulas	wrong-subst-domain	reject-R3	reject-R3	reject-R3	false
no-cq	fixtures/mutants/sample-specific-masks.C05--wrong-subst-domain-0.sexp	sample-specific-masks.C05	wrong-formulas	wrong-subst-domain	reject-R3	reject-R3	reject-R3	false
no-cq	fixtures/mutants/fre.C01--wrong-subst-domain-0.sexp	fre.C01	wrong-formulas	wrong-subst-domain	reject-R3	reject-R3	reject-R3	false
no-cq	fixtures/mutants/adaptive-pruning.C04--wrong-premise-0.sexp	adaptive-pruning.C04	wrong-formulas	wrong-premise	reject-R4	reject-R4	reject-R4	false
no-cq	fixtures/mutants/fre.C01--wrong-premise-0.sexp	fre.C01	wrong-formulas	wrong-premise	reject-R4	reject-R4	reject-R4	false
no-cq	fixtures/mutants/sample-specific-masks.C05--wrong-premise-0.sexp	sample-specific-masks.C05	wrong-formulas	wrong-premise	reject-R4	reject-R4	reject-R4	false
no-cq	fixtures/mutants/rebench-restricted_mlm.C14--wrong-premise-0.sexp	rebench-restricted_mlm.C14	wrong-formulas	wrong-premise	reject-R4	reject-R4	reject-R4	false
no-cq	fixtures/mutants/rebench-triton_cumsum.C09--wrong-premise-0.sexp	rebench-triton_cumsum.C09	wrong-formulas	wrong-premise	reject-R4	reject-R4	reject-R4	false
no-cq	fixtures/mutants/rebench-rust_codecontests.C02--wrong-premise-0.sexp	rebench-rust_codecontests.C02	wrong-formulas	wrong-premise	reject-R4	reject-R4	reject-R4	false
no-cq	fixtures/mutants/fre.C04--wrong-premise-0.sexp	fre.C04	wrong-formulas	wrong-premise	reject-R4	reject-R4	reject-R4	false
no-cq	fixtures/mutants/bam.C05--wrong-premise-0.sexp	bam.C05	wrong-formulas	wrong-premise	reject-R4	reject-R4	reject-R4	false
no-cq	fixtures/mutants/pinn.C01--wrong-premise-0.sexp	pinn.C01	wrong-formulas	wrong-premise	reject-R4	reject-R4	reject-R4	false
no-cq	fixtures/mutants/rice.C01--wrong-premise-0.sexp	rice.C01	wrong-formulas	wrong-premise	reject-R4	reject-R4	reject-R4	false
no-cq	fixtures/mutants/self-composing-policies.C01--wrong-premise-0.sexp	self-composing-policies.C01	wrong-formulas	wrong-premise	reject-R4	reject-R4	reject-R4	false
no-cq	fixtures/mutants/test-time-model-adaptation.C04--wrong-premise-0.sexp	test-time-model-adaptation.C04	wrong-formulas	wrong-premise	reject-R4	reject-R4	reject-R4	false
no-cq	fixtures/mutants/bam.C05--open-obligation-0.sexp	bam.C05	open-obligations	open-obligation	reject-R5	reject-R5	reject-R5	false
no-cq	fixtures/mutants/fre.C01--open-obligation-0.sexp	fre.C01	open-obligations	open-obligation	reject-R5	reject-R5	reject-R5	false
no-cq	fixtures/mutants/fre.C04--open-obligation-0.sexp	fre.C04	open-obligations	open-obligation	reject-R5	reject-R5	reject-R5	false
no-cq	fixtures/mutants/pinn.C01--open-obligation-0.sexp	pinn.C01	open-obligations	open-obligation	reject-R5	reject-R5	reject-R5	false
no-cq	fixtures/mutants/rice.C01--open-obligation-0.sexp	rice.C01	open-obligations	open-obligation	reject-R5	reject-R5	reject-R5	false
no-cq	fixtures/mutants/sample-specific-masks.C05--open-obligation-0.sexp	sample-specific-masks.C05	open-obligations	open-obligation	reject-R5	reject-R5	reject-R5	false
no-cq	fixtures/mutants/sample-specific-masks.C06--open-obligation-0.sexp	sample-specific-masks.C06	open-obligations	open-obligation	reject-R5	reject-R5	reject-R5	false
no-cq	fixtures/mutants/self-composing-policies.C01--open-obligation-0.sexp	self-composing-policies.C01	open-obligations	open-obligation	reject-R5	reject-R5	reject-R5	false
no-cq	fixtures/mutants/test-time-model-adaptation.C04--open-obligation-0.sexp	test-time-model-adaptation.C04	open-obligations	open-obligation	reject-R5	reject-R5	reject-R5	false
no-cq	fixtures/mutants/rebench-restricted_mlm.C14--open-obligation-0.sexp	rebench-restricted_mlm.C14	open-obligations	open-obligation	reject-R5	reject-R5	reject-R5	false
no-cq	fixtures/mutants/rebench-rust_codecontests.C02--open-obligation-0.sexp	rebench-rust_codecontests.C02	open-obligations	open-obligation	reject-R5	reject-R5	reject-R5	false
no-cq	fixtures/mutants/rebench-triton_cumsum.C09--open-obligation-0.sexp	rebench-triton_cumsum.C09	open-obligations	open-obligation	reject-R5	reject-R5	reject-R5	false
no-cq	fixtures/mutants/bam.C05--hole-obligation-0.sexp	bam.C05	open-obligations	hole-obligation	reject-IncompleteArgument	reject-IncompleteArgument	accept-justified	true
no-cq	fixtures/mutants/fre.C01--hole-obligation-0.sexp	fre.C01	open-obligations	hole-obligation	reject-IncompleteArgument	reject-IncompleteArgument	accept-justified	true
no-cq	fixtures/mutants/fre.C04--hole-obligation-0.sexp	fre.C04	open-obligations	hole-obligation	reject-IncompleteArgument	reject-IncompleteArgument	accept-defeated	true
no-cq	fixtures/mutants/pinn.C01--hole-obligation-0.sexp	pinn.C01	open-obligations	hole-obligation	reject-IncompleteArgument	reject-IncompleteArgument	accept-justified	true
no-cq	fixtures/mutants/rice.C01--hole-obligation-0.sexp	rice.C01	open-obligations	hole-obligation	reject-IncompleteArgument	reject-IncompleteArgument	accept-justified	true
no-cq	fixtures/mutants/sample-specific-masks.C05--hole-obligation-0.sexp	sample-specific-masks.C05	open-obligations	hole-obligation	reject-IncompleteArgument	reject-IncompleteArgument	accept-justified	true
no-cq	fixtures/mutants/sample-specific-masks.C06--hole-obligation-0.sexp	sample-specific-masks.C06	open-obligations	hole-obligation	reject-IncompleteArgument	reject-IncompleteArgument	accept-justified	true
no-cq	fixtures/mutants/self-composing-policies.C01--hole-obligation-0.sexp	self-composing-policies.C01	open-obligations	hole-obligation	reject-IncompleteArgument	reject-IncompleteArgument	accept-justified	true
no-cq	fixtures/mutants/test-time-model-adaptation.C04--hole-obligation-0.sexp	test-time-model-adaptation.C04	open-obligations	hole-obligation	reject-IncompleteArgument	reject-IncompleteArgument	accept-defeated	true
no-cq	fixtures/mutants/rebench-restricted_mlm.C14--hole-obligation-0.sexp	rebench-restricted_mlm.C14	open-obligations	hole-obligation	reject-IncompleteArgument	reject-IncompleteArgument	accept-justified	true
no-cq	fixtures/mutants/rebench-rust_codecontests.C02--hole-obligation-0.sexp	rebench-rust_codecontests.C02	open-obligations	hole-obligation	reject-IncompleteArgument	reject-IncompleteArgument	accept-justified	true
no-cq	fixtures/mutants/rebench-triton_cumsum.C09--hole-obligation-0.sexp	rebench-triton_cumsum.C09	open-obligations	hole-obligation	reject-IncompleteArgument	reject-IncompleteArgument	accept-defeated	true
no-cq	fixtures/mutants/bam.C05--wrong-discharge-0.sexp	bam.C05	open-obligations	wrong-discharge	reject-R6	reject-R6	reject-R6	false
no-cq	fixtures/mutants/fre.C01--wrong-discharge-0.sexp	fre.C01	open-obligations	wrong-discharge	reject-R6	reject-R6	reject-R6	false
no-cq	fixtures/mutants/fre.C04--wrong-discharge-0.sexp	fre.C04	open-obligations	wrong-discharge	reject-R6	reject-R6	reject-R6	false
no-cq	fixtures/mutants/pinn.C01--wrong-discharge-0.sexp	pinn.C01	open-obligations	wrong-discharge	reject-R6	reject-R6	reject-R6	false
no-cq	fixtures/mutants/rice.C01--wrong-discharge-0.sexp	rice.C01	open-obligations	wrong-discharge	reject-R6	reject-R6	reject-R6	false
no-cq	fixtures/mutants/sample-specific-masks.C05--wrong-discharge-0.sexp	sample-specific-masks.C05	open-obligations	wrong-discharge	reject-R6	reject-R6	reject-R6	false
